"approach","seed","train_prop","model","strategy","over_ratio","threshold","n_train","n_test","train_yes_rate","test_yes_rate","accuracy","precision","recall","f1","roc_auc","pr_auc","predicted_positive","false_positives","false_negatives","true_positives","true_negatives","rank"
"full",40,0.25,"xgboost","smote_10",0.111,0.39,13821,41463,0.0155560379133203,0.0170272290958204,0.927260449075079,0.0376301040832666,0.13314447592068,0.0586766541822722,0.599177040513939,0.0259188490330804,2498,2404,612,94,38353,3
"full",40,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0155560379133203,0.0170272290958204,0.413983551600222,0.0191586499266264,0.665722379603399,0.0372454235676361,0.564786121656156,0.0223527272115731,24532,24062,236,470,16695,4
"no_tariff",40,0.25,"xgboost","none",NA,0.11,13821,41463,0.0155560379133203,0.0170272290958204,0.969370281938113,0.119946091644205,0.126062322946176,0.12292817679558,0.79004807460732,0.0698200990870233,742,653,617,89,40104,1
"no_tariff",40,0.25,"xgboost","smote_30",0.3,0.35,13821,41463,0.0155560379133203,0.0170272290958204,0.81108458143405,0.0299432792507585,0.321529745042493,0.0547846023892844,0.599222080483785,0.0284460970083185,7581,7354,479,227,33403,2
"no_tariff",40,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0155560379133203,0.0170272290958204,0.682439765574126,0.0249332825009531,0.463172804532578,0.047319296722379,0.595225061184505,0.0335769707371386,13115,12788,379,327,27969,3
"no_tariff",40,0.25,"xgboost","smote_20",0.25,0.39,13821,41463,0.0155560379133203,0.0170272290958204,0.891951860695078,0.0354505169867061,0.203966005665722,0.0604026845637584,0.584267559384818,0.0614262131059502,4062,3918,562,144,36839,4
"full",41,0.25,"xgboost","none",NA,0.13,13821,41463,0.0164242818898777,0.0167378144369679,0.972819139956105,0.134907251264755,0.115273775216138,0.124320124320124,0.799639096157355,0.0789815381033944,593,513,614,80,40256,1
"full",41,0.25,"xgboost","smote_30",0.3,0.04,13821,41463,0.0164242818898777,0.0167378144369679,0.886742396835733,0.0355153203342618,0.220461095100865,0.0611755297880848,0.646144408331951,0.0263968702952384,4308,4155,541,153,36614,2
"full",41,0.25,"xgboost","smote_10",0.111,0.07,13821,41463,0.0164242818898777,0.0167378144369679,0.928586932928153,0.0397888753552578,0.141210374639769,0.0620842572062084,0.635575460192779,0.0246899644231252,2463,2365,596,98,38404,3
"full",41,0.25,"xgboost","smote_20",0.25,0.03,13821,41463,0.0164242818898777,0.0167378144369679,0.0822419988905771,0.016913647296144,0.942363112391931,0.0332308630370163,0.393258146004731,0.012878448102782,38667,38013,40,654,2756,4
"no_tariff",41,0.25,"xgboost","none",NA,0.09,13821,41463,0.0164242818898777,0.0167378144369679,0.961121964160818,0.102941176470588,0.171469740634006,0.128648648648649,0.799075896297146,0.0727385488714553,1156,1037,575,119,39732,1
"no_tariff",41,0.25,"xgboost","smote_20",0.25,0.1,13821,41463,0.0164242818898777,0.0167378144369679,0.912259122591226,0.0223880597014925,0.0994236311239193,0.0365466101694915,0.492618123350913,0.0195576440117552,3082,3013,625,69,37756,2
"no_tariff",41,0.25,"xgboost","smote_10",0.111,0.47,13821,41463,0.0164242818898777,0.0167378144369679,0.875816993464052,0.015233949945593,0.100864553314121,0.0264700321421819,0.462421545216837,0.0169994781925991,4595,4525,624,70,36244,3
"no_tariff",41,0.25,"xgboost","smote_30",0.3,0.01,13821,41463,0.0164242818898777,0.0167378144369679,0.0167378144369679,0.0167378144369679,1,0.032924543966601,0.444362127295821,0.0381377156945158,41463,40769,0,694,0,4
"full",42,0.25,"xgboost","none",NA,0.09,13821,41463,0.0162072208957384,0.016810168101681,0.959723126643031,0.113582208101668,0.205164992826399,0.146216768916155,0.804749414564744,0.0787929459834098,1259,1116,554,143,39650,1
"full",42,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0162072208957384,0.016810168101681,0.962593155343318,0.0704225352112676,0.100430416068867,0.0827912477823773,0.647797141694935,0.0338472674745539,994,924,627,70,39842,2
"full",42,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0162072208957384,0.016810168101681,0.522417577116948,0.0231141730318007,0.664275466284075,0.0446738710922424,0.639133988003478,0.0334979614666566,20031,19568,234,463,21198,3
"full",42,0.25,"xgboost","smote_20",0.25,0.46,13821,41463,0.0162072208957384,0.016810168101681,0.916166220485734,0.0363697030363697,0.156384505021521,0.0590146182999459,0.634799841992839,0.0257226531983149,2997,2888,588,109,37878,4
"no_tariff",42,0.25,"xgboost","none",NA,0.08,13821,41463,0.0162072208957384,0.016810168101681,0.950606564889178,0.0908540278619019,0.215208034433286,0.127768313458262,0.792050560320789,0.0697881741577466,1651,1501,547,150,39265,1
"no_tariff",42,0.25,"xgboost","smote_20",0.25,0.01,13821,41463,0.0162072208957384,0.016810168101681,0.016810168101681,0.016810168101681,1,0.0330645161290323,0.612234109908593,0.0241274523801278,41463,40766,0,697,0,2
"no_tariff",42,0.25,"xgboost","smote_30",0.3,0.49,13821,41463,0.0162072208957384,0.016810168101681,0.115162916335046,0.0171715274610287,0.918220946915351,0.0337126000842815,0.585183777293242,0.0810957098054791,37271,36631,57,640,4135,3
"no_tariff",42,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0162072208957384,0.016810168101681,0.971130887779466,0.0265151515151515,0.0200860832137733,0.0228571428571429,0.461853373746415,0.0225340843054644,528,514,683,14,40252,4
"full",43,0.25,"xgboost","none",NA,0.11,13821,41463,0.0166413428840171,0.0166654607722548,0.965342594602417,0.128486055776892,0.186685962373372,0.152212389380531,0.799435440144147,0.0760884651565408,1004,875,562,129,39897,1
"full",43,0.25,"xgboost","smote_20",0.25,0.3,13821,41463,0.0166413428840171,0.0166654607722548,0.962014326025613,0.0623762376237624,0.0911722141823444,0.0740740740740741,0.6766808163941,0.0345636040107022,1010,947,628,63,39825,2
"full",43,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0166413428840171,0.0166654607722548,0.746303933627572,0.0308382661829292,0.467438494934877,0.057859381997313,0.663246289450082,0.032653640969485,10474,10151,368,323,30621,3
"full",43,0.25,"xgboost","smote_10",0.111,0.28,13821,41463,0.0166413428840171,0.0166654607722548,0.945348865253358,0.0689655172413793,0.182344428364689,0.100079428117554,0.642645743233736,0.0396521124711687,1827,1701,565,126,39071,4
"no_tariff",43,0.25,"xgboost","none",NA,0.08,13821,41463,0.0166413428840171,0.0166654607722548,0.948146540288932,0.0958448753462604,0.250361794500724,0.138621794871795,0.786383276710287,0.068005230396161,1805,1632,518,173,39140,1
"no_tariff",43,0.25,"xgboost","smote_30",0.3,0.49,13821,41463,0.0166413428840171,0.0166654607722548,0.923160408074669,0.0251237152645603,0.0955137481910275,0.0397830018083183,0.626681299118049,0.0326373292050422,2627,2561,625,66,38211,2
"no_tariff",43,0.25,"xgboost","smote_20",0.25,0.19,13821,41463,0.0166413428840171,0.0166654607722548,0.952198345512867,0.0291757840991977,0.0578871201157742,0.0387972841901067,0.603226789532216,0.0313854461592666,1371,1331,651,40,39441,3
"no_tariff",43,0.25,"xgboost","smote_10",0.111,0.31,13821,41463,0.0166413428840171,0.0166654607722548,0.676916769167692,0.0221169036334913,0.425470332850941,0.0420480549199085,0.565068472972357,0.0229311281168063,13293,12999,397,294,27773,4
"full",44,0.25,"xgboost","none",NA,0.1,13821,41463,0.0173648795311483,0.0164242818898777,0.964401996961146,0.115198451113262,0.174743024963289,0.138856476079347,0.808538681839063,0.0826987670811534,1033,914,562,119,39868,1
"full",44,0.25,"xgboost","smote_10",0.111,0.28,13821,41463,0.0173648795311483,0.0164242818898777,0.978776258350819,0.118773946360153,0.0455212922173275,0.0658174097664544,0.642885372178031,0.049316467360626,261,230,650,31,40552,2
"full",44,0.25,"xgboost","smote_30",0.3,0.33,13821,41463,0.0173648795311483,0.0164242818898777,0.772833610689048,0.0292025862068966,0.397944199706314,0.0544122076096777,0.613046187849855,0.0250151884357425,9280,9009,410,271,31773,3
"full",44,0.25,"xgboost","smote_20",0.25,0.4,13821,41463,0.0173648795311483,0.0164242818898777,0.624870366350722,0.0243684042212984,0.559471365638767,0.0467026231919588,0.594990782622635,0.0222520487203321,15635,15254,300,381,25528,4
"no_tariff",44,0.25,"xgboost","none",NA,0.08,13821,41463,0.0173648795311483,0.0164242818898777,0.952825410607047,0.0988042794210195,0.230543318649046,0.138325991189427,0.80405367646937,0.0744520363153581,1589,1432,524,157,39350,1
"no_tariff",44,0.25,"xgboost","smote_20",0.25,0.46,13821,41463,0.0173648795311483,0.0164242818898777,0.654366543665437,0.0206489675516224,0.431718061674009,0.0394128292781017,0.551113308245245,0.0246595438005269,14238,13944,387,294,26838,2
"no_tariff",44,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0173648795311483,0.0164242818898777,0.896124255360201,0.0303108808290155,0.171806167400881,0.0515304998898921,0.537328073893992,0.0355793501313367,3860,3743,564,117,37039,3
"no_tariff",44,0.25,"xgboost","smote_30",0.3,0.47,13821,41463,0.0173648795311483,0.0164242818898777,0.681957407809372,0.0212098009188361,0.406754772393539,0.0403172985954443,0.52964390151971,0.022956730518826,13060,12783,404,277,27999,4
"full",45,0.25,"xgboost","none",NA,0.12,13821,41463,0.0164242818898777,0.0167378144369679,0.965656127149507,0.117400419287212,0.161383285302594,0.135922330097087,0.808302089024385,0.0760736274851025,954,842,582,112,39927,1
"full",45,0.25,"xgboost","smote_10",0.111,0.49,13821,41463,0.0164242818898777,0.0167378144369679,0.129127173624677,0.0183336506813916,0.971181556195965,0.0359879328296447,0.676788153371038,0.0282528121707432,36763,36089,20,674,4680,2
"full",45,0.25,"xgboost","smote_20",0.25,0.36,13821,41463,0.0164242818898777,0.0167378144369679,0.944987096929793,0.0285204991087344,0.069164265129683,0.0403870424905343,0.615551611055555,0.0234340466474013,1683,1635,646,48,39134,3
"full",45,0.25,"xgboost","smote_30",0.3,0.49,13821,41463,0.0164242818898777,0.0167378144369679,0.854689723367822,0.0271420968600319,0.220461095100865,0.0483335965882167,0.582340155326528,0.0216873566859628,5637,5484,541,153,35285,4
"no_tariff",45,0.25,"xgboost","none",NA,0.13,13821,41463,0.0164242818898777,0.0167378144369679,0.96951498926754,0.117962466487936,0.126801152737752,0.122222222222222,0.788985941951855,0.0690293278578286,746,658,606,88,40111,1
"no_tariff",45,0.25,"xgboost","smote_10",0.111,0.39,13821,41463,0.0164242818898777,0.0167378144369679,0.91599739526807,0.0322039584032204,0.138328530259366,0.0522448979591837,0.544053008858584,0.0882659508615044,2981,2885,598,96,37884,2
"no_tariff",45,0.25,"xgboost","smote_20",0.25,0.12,13821,41463,0.0164242818898777,0.0167378144369679,0.897378385548561,0.0268402870050492,0.145533141210375,0.0453219654476105,0.523037489707068,0.0325398786440139,3763,3662,593,101,37107,3
"no_tariff",45,0.25,"xgboost","smote_30",0.3,0.32,13821,41463,0.0164242818898777,0.0167378144369679,0.909364976002701,0.017632241813602,0.0806916426512968,0.0289405684754522,0.508124091714314,0.030211920677453,3176,3120,638,56,37649,4
"full",46,0.25,"xgboost","none",NA,0.07,13821,41463,0.0163519282251646,0.0167619323252056,0.945975930347539,0.0991177996886352,0.274820143884892,0.145690312738368,0.809293930632574,0.0821595923402498,1927,1736,504,191,39032,1
"full",46,0.25,"xgboost","smote_10",0.111,0.15,13821,41463,0.0163519282251646,0.0167619323252056,0.869305163639872,0.0283546325878594,0.20431654676259,0.0497983517446958,0.608091248743548,0.0236165843684466,5008,4866,553,142,35902,2
"full",46,0.25,"xgboost","smote_30",0.3,0.34,13821,41463,0.0163519282251646,0.0167619323252056,0.917950944215325,0.0285614768373389,0.117985611510791,0.0459899046550757,0.552707141586574,0.0193821744702187,2871,2789,613,82,37979,3
"full",46,0.25,"xgboost","smote_20",0.25,0.39,13821,41463,0.0163519282251646,0.0167619323252056,0.830258302583026,0.0174958162178609,0.165467625899281,0.0316455696202532,0.531002909603244,0.0175144244700632,6573,6458,580,115,34310,4
"no_tariff",46,0.25,"xgboost","none",NA,0.07,13821,41463,0.0163519282251646,0.0167619323252056,0.952535995948195,0.0953591862682772,0.215827338129496,0.132275132275132,0.792779973430988,0.0712456665027495,1573,1423,545,150,39345,1
"no_tariff",46,0.25,"xgboost","smote_30",0.3,0.11,13821,41463,0.0163519282251646,0.0167619323252056,0.900465475242988,0.0270121278941566,0.141007194244604,0.0453388850335415,0.552383075878387,0.0219218332145658,3628,3530,597,98,37238,2
"no_tariff",46,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0163519282251646,0.0167619323252056,0.454863372163133,0.0201506921324689,0.661870503597122,0.0391106576542108,0.538231018403488,0.0209632608580178,22828,22368,235,460,18400,3
"no_tariff",46,0.25,"xgboost","smote_20",0.25,0.15,13821,41463,0.0163519282251646,0.0167619323252056,0.921833924221595,0.0239341810022438,0.0920863309352518,0.0379934698723657,0.523808576764962,0.0202962623678882,2674,2610,631,64,38158,4
"full",47,0.25,"xgboost","none",NA,0.1,13821,41463,0.0175095868605745,0.0163760461134023,0.963147866772785,0.113739763421292,0.184094256259205,0.140607424071991,0.806192568947596,0.0737822367061887,1099,974,554,125,39810,1
"full",47,0.25,"xgboost","smote_10",0.111,0.16,13821,41463,0.0175095868605745,0.0163760461134023,0.957287219931023,0.0819295558958652,0.157584683357879,0.107808564231738,0.675200568128308,0.0422049447720092,1306,1199,572,107,39585,2
"full",47,0.25,"xgboost","smote_30",0.3,0.46,13821,41463,0.0175095868605745,0.0163760461134023,0.950075971347949,0.0193503800967519,0.0412371134020619,0.026340545625588,0.481628743779506,0.0172916551040524,1447,1419,651,28,39365,3
"full",47,0.25,"xgboost","smote_20",0.25,0.19,13821,41463,0.0175095868605745,0.0163760461134023,0.0891879507030364,0.0167066305254379,0.944035346097202,0.0328322278280022,0.432817711730784,0.0135155113466567,38368,37727,38,641,3057,4
"no_tariff",47,0.25,"xgboost","none",NA,0.08,13821,41463,0.0175095868605745,0.0163760461134023,0.951547162530449,0.0900123304562269,0.215022091310751,0.12690134724033,0.793804899666103,0.0677121173348294,1622,1476,533,146,39308,1
"no_tariff",47,0.25,"xgboost","smote_10",0.111,0.01,13821,41463,0.0175095868605745,0.0163760461134023,0.0163760461134023,0.0163760461134023,1,0.0322243842247639,0.596673426178275,0.0299161241627757,41463,40784,0,679,0,2
"no_tariff",47,0.25,"xgboost","smote_30",0.3,0.14,13821,41463,0.0175095868605745,0.0163760461134023,0.943781202517908,0.0481400437636762,0.12960235640648,0.0702034303948943,0.567493060173761,0.0521462634399978,1828,1740,591,88,39044,3
"no_tariff",47,0.25,"xgboost","smote_20",0.25,0.13,13821,41463,0.0175095868605745,0.0163760461134023,0.892361864795119,0.0248618784530387,0.14580265095729,0.042480154473289,0.537585019913091,0.0231455324167582,3982,3883,580,99,36901,4
"full",48,0.25,"xgboost","none",NA,0.12,13821,41463,0.0175819405252876,0.0163519282251646,0.964209053855244,0.0953815261044177,0.140117994100295,0.113500597371565,0.799526927846326,0.0650316705878749,996,901,583,95,39884,1
"full",48,0.25,"xgboost","smote_10",0.111,0.31,13821,41463,0.0175819405252876,0.0163519282251646,0.736319127897161,0.0205703599812997,0.324483775811209,0.0386881209883056,0.527612131101181,0.0169963064019961,10695,10475,458,220,30310,2
"full",48,0.25,"xgboost","smote_30",0.3,0.14,13821,41463,0.0175819405252876,0.0163519282251646,0.140944938861153,0.0179088826954386,0.957227138643068,0.0351599534089986,0.504777480875864,0.0154526100641048,36239,35590,29,649,5195,3
"full",48,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0175819405252876,0.0163519282251646,0.0265779128379519,0.0164501742499939,0.995575221238938,0.0323655630409245,0.46941123735771,0.0157666408525339,41033,40358,3,675,427,4
"no_tariff",48,0.25,"xgboost","none",NA,0.09,13821,41463,0.0175819405252876,0.0163519282251646,0.946627113329957,0.0808301474604042,0.218289085545723,0.117975288959745,0.785509975144862,0.0604710265968239,1831,1683,530,148,39102,1
"no_tariff",48,0.25,"xgboost","smote_20",0.25,0.09,13821,41463,0.0175819405252876,0.0163519282251646,0.803390975086221,0.0206516162134428,0.237463126843658,0.0379985839037055,0.566011583875875,0.0203942644361213,7796,7635,517,161,33150,2
"no_tariff",48,0.25,"xgboost","smote_10",0.111,0.26,13821,41463,0.0175819405252876,0.0163519282251646,0.582181704169983,0.021005985267035,0.53834808259587,0.0404342527971641,0.546727858838148,0.0184167670836166,17376,17011,313,365,23774,3
"no_tariff",48,0.25,"xgboost","smote_30",0.3,0.34,13821,41463,0.0175819405252876,0.0163519282251646,0.161927501627957,0.0172848601626477,0.899705014749263,0.0339180961383413,0.490809620055959,0.0205892053340765,35291,34681,68,610,6104,4
"full",49,0.25,"xgboost","none",NA,0.12,13821,41463,0.016568989219304,0.0166895786604925,0.968429684296843,0.117719950433705,0.13728323699422,0.126751167444963,0.799140054495836,0.080075715267561,807,712,597,95,40059,1
"full",49,0.25,"xgboost","smote_10",0.111,0.42,13821,41463,0.016568989219304,0.0166895786604925,0.934158165111063,0.0463045414069457,0.15028901734104,0.0707964601769911,0.670389602407809,0.0334142557653434,2246,2142,588,104,38629,2
"full",49,0.25,"xgboost","smote_20",0.25,0.47,13821,41463,0.016568989219304,0.0166895786604925,0.947157706871186,0.0330218068535826,0.0765895953757225,0.0461471484545059,0.637588852753353,0.0261895985364014,1605,1552,639,53,39219,3
"full",49,0.25,"xgboost","smote_30",0.3,0.29,13821,41463,0.016568989219304,0.0166895786604925,0.886404746400405,0.0340909090909091,0.21242774566474,0.0587529976019185,0.621822996142418,0.0272902278526689,4312,4165,545,147,36606,4
"no_tariff",49,0.25,"xgboost","none",NA,0.08,13821,41463,0.016568989219304,0.0166895786604925,0.950606564889178,0.0988165680473373,0.241329479768786,0.140218303946264,0.786479835279043,0.0720963481664332,1690,1523,525,167,39248,1
"no_tariff",49,0.25,"xgboost","smote_10",0.111,0.48,13821,41463,0.016568989219304,0.0166895786604925,0.142440247931891,0.0178665265370468,0.933526011560694,0.0350620098238758,0.631192205924448,0.0353079953766449,36157,35511,46,646,5260,2
"no_tariff",49,0.25,"xgboost","smote_20",0.25,0.29,13821,41463,0.016568989219304,0.0166895786604925,0.875382871475774,0.0304302203567681,0.209537572254335,0.053142752428074,0.617425655887395,0.0260401721939878,4765,4620,547,145,36151,3
