.threshold,specificity,sensitivity
0.017559528350830078,0.06880691748689172,0.9946236559139785
0.01762145757675171,0.06935884463250852,0.9946236559139785
0.017623424530029297,0.0694508324901113,0.9946236559139785
0.01762491464614868,0.06954282034771408,0.9946236559139785
0.017629623413085938,0.06963480820531687,0.9946236559139785
0.01771336793899536,0.06972679606291965,0.9946236559139785
0.017745673656463623,0.06991077177812532,0.9946236559139785
0.017814934253692627,0.0700027596357281,0.9946236559139785
0.01781618595123291,0.07037071106613924,0.9946236559139785
0.017817676067352295,0.07046269892374202,0.9946236559139785
0.017825067043304443,0.07055468678134491,0.9946236559139785
0.017835378646850586,0.07064667463894769,0.9946236559139785
0.017894387245178223,0.0711066139269616,0.9946236559139785
0.017981410026550293,0.07165854107257841,0.9946236559139785
0.01800358295440674,0.07175052893018119,0.9946236559139785
0.018005192279815674,0.07184251678778397,0.9946236559139785
0.0180242657661438,0.07193450464538675,0.9946236559139785
0.01802772283554077,0.07211848036059243,0.9946236559139785
0.018037080764770508,0.07322233465182593,0.9946236559139785
0.018040835857391357,0.0745101646582651,0.9946236559139785
0.018064379692077637,0.07478612823107345,0.9946236559139785
0.018083810806274414,0.07487811608867634,0.9946236559139785
0.018101871013641357,0.07497010394627912,0.9946236559139785
0.018127501010894775,0.0750620918038819,0.9946236559139785
0.018132567405700684,0.07515407966148469,0.9946236559139785
0.018161773681640625,0.07524606751908747,0.9946236559139785
0.018224239349365234,0.07579799466470427,0.9946236559139785
0.01823025941848755,0.07588998252230705,0.9946236559139785
0.01823335886001587,0.07598197037990984,0.9946236559139785
0.01825815439224243,0.07607395823751262,0.9946236559139785
0.01826345920562744,0.07644190966792386,0.9946236559139785
0.01826709508895874,0.07653389752552664,0.9946236559139785
0.01830226182937622,0.0767178732407322,0.9946236559139785
0.018311798572540283,0.07680986109833499,0.9946236559139785
0.018400371074676514,0.07699383681354066,0.9946236559139785
0.018406808376312256,0.07708582467114344,0.9946236559139785
0.018410921096801758,0.07726980038634901,0.9946236559139785
0.018412351608276367,0.07736178824395179,0.9946236559139785
0.0184517502784729,0.07754576395915735,0.9946236559139785
0.01847517490386963,0.07800570324717138,0.9946236559139785
0.018504083156585693,0.07809769110477416,0.9946236559139785
0.018531084060668945,0.07818967896237694,0.9946236559139785
0.01855987310409546,0.07828166681997972,0.9946236559139785
0.01856839656829834,0.0783736546775825,0.9946236559139785
0.018575608730316162,0.07855763039278818,0.9946236559139785
0.018600404262542725,0.07864961825039096,0.9946236559139785
0.018655061721801758,0.07883359396559653,0.9946236559139785
0.018675148487091064,0.07892558182319931,0.9946236559139785
0.018713414669036865,0.07901756968080209,0.9946236559139785
0.018750369548797607,0.07910955753840498,0.9946236559139785
0.01879143714904785,0.07984546039922735,0.9946236559139785
0.018795132637023926,0.07993744825683013,0.9946236559139785
0.01883721351623535,0.08002943611443292,0.9946236559139785
0.018884778022766113,0.0801214239720357,0.9946236559139785
0.01889103651046753,0.08030539968724126,0.9946236559139785
0.018919765949249268,0.08039738754484405,0.9946236559139785
0.0189206600189209,0.08048937540244683,0.9946236559139785
0.01894325017929077,0.08058136326004972,0.9946236559139785
0.018979966640472412,0.0806733511176525,0.9946236559139785
0.019069135189056396,0.08140925397847487,0.9946236559139785
0.019081950187683105,0.08150124183607765,0.9946236559139785
0.019091248512268066,0.08159322969368044,0.9946236559139785
0.019103169441223145,0.08168521755128322,0.9946236559139785
0.019105494022369385,0.08186919326648878,0.9946236559139785
0.01916658878326416,0.08205316898169446,0.9946236559139785
0.019176006317138672,0.08223714469690002,0.9946236559139785
